layer,from_account,to_account,amount,case_id
2,A592529,A686241,61009.9,C144
3,A686241,A433447,188491.62,C144
4,A433447,A180537,140610.05,C144
5,A180537,CRYPTO6193,26607.94,C144
1,A262286,A735021,47516.55,C144
2,A735021,A541693,145979.4,C144
3,A541693,CRYPTO7053,125385.09,C144
1,A531975,A718572,26204.04,C144
2,A718572,A655513,20802.41,C144
3,A655513,A966488,181187.14,C144
4,A966488,A134637,46042.81,C144
5,A134637,CRYPTO2749,152871.74,C144
1,A681753,A413156,198502.41,C145
2,A413156,A604675,119841.44,C145
3,A604675,CRYPTO4504,9199.29,C145
1,A886257,A747524,23788.81,C145
2,A747524,A580116,91731.65,C145
3,A580116,A162327,75253.87,C145
4,A162327,A186010,181688.41,C145
5,A186010,A335844,198048.5,C145
6,A335844,CRYPTO9867,63488.99,C145
1,A969276,A182727,164833.87,C145
2,A182727,A794788,66580.2,C145
3,A794788,A365211,85824.24,C145
4,A365211,A621494,10697.75,C145
5,A621494,CRYPTO4927,184300.2,C145
1,A487529,A874339,54700.68,C145
2,A874339,A539268,144296.6,C145
3,A539268,A357808,161786.58,C145
4,A357808,CRYPTO2020,127019.24,C145
1,A882887,A288421,75508.81,C145
2,A288421,A301974,23988.6,C145
3,A301974,CRYPTO5078,6855.56,C145
1,A561489,A246959,188704.7,C145
2,A246959,A107947,169289.38,C145
3,A107947,A787504,22147.19,C145
4,A787504,A263069,135473.8,C145
5,A263069,A325601,188536.7,C145
6,A325601,CRYPTO9450,44390.67,C145
1,A993068,A619471,169602.83,C145
2,A619471,A750287,43781.41,C145
3,A750287,CRYPTO3682,41037.04,C145
1,A561473,A472269,127039.63,C145
2,A472269,A973705,32432.96,C145
3,A973705,A713034,177861.44,C145
4,A713034,A227032,41115.75,C145
5,A227032,A113784,42536.29,C145
6,A113784,CRYPTO8590,147521.05,C145
1,A283414,A314413,43520.94,C146
2,A314413,A925710,17718.35,C146
3,A925710,A583971,174445.43,C146
4,A583971,A762249,13546.63,C146
5,A762249,CRYPTO8223,16515.73,C146
1,A422959,A564692,130707.99,C146
2,A564692,A538789,185657.04,C146
3,A538789,A386828,95624.65,C146
4,A386828,A903219,196109.59,C146
5,A903219,CRYPTO4160,186790.22,C146
1,A778070,A594799,178005.74,C146
2,A594799,A489573,21651.11,C146
3,A489573,A118950,28494.75,C146
4,A118950,A759906,67663.82,C146
5,A759906,A891083,38310.33,C146
6,A891083,CRYPTO6304,83726.43,C146
1,A513202,A184215,55994.38,C146
2,A184215,A986460,95725.51,C146
3,A986460,A495136,65393.7,C146
4,A495136,CRYPTO3577,9361.3,C146
1,A604166,A856070,181974.13,C146
2,A856070,A779036,49794.81,C146
3,A779036,CRYPTO9117,63383.21,C146
1,A677688,A276027,128489.92,C146
2,A276027,A393876,103221.43,C146
3,A393876,A228206,144143.03,C146
4,A228206,A581818,80140.24,C146
5,A581818,A566421,36748.93,C146
6,A566421,CRYPTO4473,36194.03,C146
1,A702723,A212377,148576.78,C146
2,A212377,A393877,122281.2,C146
3,A393877,A652283,70517.37,C146
4,A652283,CRYPTO8129,165547.8,C146
1,A583962,A852851,91010.51,C146
2,A852851,A937849,119747.74,C146
3,A937849,A234019,29842.72,C146
4,A234019,CRYPTO5908,98385.03,C146
1,A712480,A621863,102978.69,C146
2,A621863,A732015,121215.13,C146
3,A732015,A231480,24715.59,C146
4,A231480,A330250,149722.1,C146
5,A330250,A311508,135971.11,C146
6,A311508,CRYPTO4892,120528.06,C146
1,A191651,A680052,163376.27,C147
2,A680052,A225711,32068.08,C147
3,A225711,CRYPTO3562,114592.55,C147
1,A995000,A354050,199126.4,C147
2,A354050,A801547,161313.98,C147
3,A801547,A881732,152174.01,C147
4,A881732,A236569,118936.42,C147
5,A236569,A795918,80871.5,C147
6,A795918,CRYPTO5742,18000.3,C147
1,A373007,A929162,28142.61,C147
2,A929162,A104118,180552.82,C147
3,A104118,A572366,81737.41,C147
4,A572366,CRYPTO7362,133454.22,C147
1,A757565,A861317,35496.09,C147
2,A861317,A125498,180431.8,C147
3,A125498,A324954,164444.55,C147
4,A324954,A172030,114721.54,C147
5,A172030,A405602,136748.14,C147
6,A405602,CRYPTO4391,79257.86,C147
1,A601945,A813235,24133.87,C147
2,A813235,A973864,180587.14,C147
3,A973864,A526160,174965.02,C147
4,A526160,A113985,195708.13,C147
5,A113985,A845119,85909.82,C147
6,A845119,CRYPTO5561,31612.4,C147
1,A880542,A592531,115497.0,C147
2,A592531,A538392,106488.82,C147
3,A538392,A748313,68673.32,C147
4,A748313,A468881,92867.92,C147
5,A468881,CRYPTO9753,5835.95,C147
1,A720948,A227707,69212.34,C147
2,A227707,A368969,166331.77,C147
3,A368969,A932574,35597.28,C147
4,A932574,A744830,180795.71,C147
5,A744830,CRYPTO4810,33641.83,C147
1,A432390,A580132,54355.62,C147
2,A580132,A924012,198625.44,C147
3,A924012,A941207,157027.12,C147
4,A941207,CRYPTO1273,34691.87,C147
1,A893885,A748994,8405.86,C148
2,A748994,A991860,146502.68,C148
3,A991860,A860047,29847.77,C148
4,A860047,A495271,60428.72,C148
5,A495271,CRYPTO8369,137492.16,C148
1,A133992,A619431,66299.9,C148
2,A619431,A183402,119967.85,C148
3,A183402,CRYPTO7488,50191.03,C148
1,A739799,A973316,196399.25,C148
2,A973316,A712209,64981.83,C148
3,A712209,A792944,6282.84,C148
4,A792944,CRYPTO3675,167484.28,C148
1,A560023,A531593,81429.16,C148
2,A531593,A487397,89133.04,C148
3,A487397,A326151,73401.59,C148
4,A326151,CRYPTO6571,132939.01,C148
1,A969235,A576806,108292.62,C148
2,A576806,A316678,123807.03,C148
3,A316678,A955138,62768.7,C148
4,A955138,A963585,75923.1,C148
5,A963585,A799349,188139.24,C148
6,A799349,CRYPTO3823,122789.37,C148
1,A211311,A546389,184656.21,C148
2,A546389,A934064,33283.83,C148
3,A934064,CRYPTO5430,12879.63,C148
1,A932365,A561843,19074.11,C148
2,A561843,A205404,27292.41,C148
3,A205404,A891549,8819.92,C148
4,A891549,CRYPTO4577,189923.13,C148
1,A816858,A279818,177448.74,C149
2,A279818,A883818,34073.06,C149
3,A883818,A368912,18325.98,C149
4,A368912,CRYPTO5129,126186.32,C149
1,A260808,A510237,191921.9,C149
2,A510237,A960266,41938.18,C149
3,A960266,A399845,41122.83,C149
4,A399845,A549982,9491.04,C149
5,A549982,CRYPTO7524,65267.15,C149
1,A799236,A289309,160589.59,C149
2,A289309,A201558,119914.02,C149
3,A201558,A116057,93324.45,C149
4,A116057,A498028,49019.46,C149
5,A498028,CRYPTO4529,108262.44,C149
1,A124470,A551259,156586.21,C149
2,A551259,A464102,32649.4,C149
3,A464102,A738735,187707.03,C149
4,A738735,A833521,103170.99,C149
5,A833521,CRYPTO7206,45696.35,C149
1,A326859,A465049,153249.79,C149
2,A465049,A393953,16594.61,C149
3,A393953,A767578,96029.27,C149
4,A767578,CRYPTO2821,190974.87,C149
1,A170843,A625058,88813.57,C149
2,A625058,A752656,81580.79,C149
3,A752656,A501755,55239.95,C149
4,A501755,A833804,100940.06,C149
5,A833804,CRYPTO1168,118626.26,C149
1,A510588,A143627,89251.49,C150
2,A143627,A211765,123278.08,C150
3,A211765,A894087,190991.99,C150
4,A894087,CRYPTO1671,66673.03,C150
1,A840361,A539350,54187.93,C150
2,A539350,A502552,22216.17,C150
3,A502552,A666694,70965.45,C150
4,A666694,A266021,14930.51,C150
5,A266021,A665135,91520.98,C150
6,A665135,CRYPTO8604,10679.97,C150
1,A219648,A333820,150604.1,C150
2,A333820,A911959,198028.19,C150
3,A911959,A507754,39475.2,C150
4,A507754,A285112,20967.95,C150
5,A285112,A778853,183092.99,C150
6,A778853,CRYPTO3918,23991.76,C150
1,A947856,A288273,124264.69,C150
2,A288273,A224298,23714.72,C150
3,A224298,CRYPTO1841,13867.37,C150
1,A772257,A339258,107752.61,C150
2,A339258,A817259,55568.44,C150
3,A817259,A844018,15152.36,C150
4,A844018,CRYPTO7878,21214.34,C150
1,A173734,A347846,80966.2,C150
2,A347846,A792525,105944.19,C150
3,A792525,A731512,34823.85,C150
4,A731512,A794663,72673.95,C150
5,A794663,CRYPTO9154,65676.38,C150
1,A510807,A424244,145599.96,C150
2,A424244,A571960,128322.71,C150
3,A571960,A637865,30089.5,C150
4,A637865,A664910,161416.74,C150
5,A664910,CRYPTO5495,9451.48,C150
1,A367180,A106404,56549.18,C150
2,A106404,A107782,61771.5,C150
3,A107782,A226757,186064.96,C150
4,A226757,CRYPTO2947,77983.86,C150
1,A666201,A350009,15023.54,C150
2,A350009,A629302,87717.01,C150
3,A629302,A362818,127128.16,C150
4,A362818,CRYPTO4612,58887.8,C150
1,A427744,A146446,56068.11,C151
2,A146446,A165524,98809.33,C151
3,A165524,CRYPTO5288,138175.37,C151
1,A423394,A114887,143542.59,C151
2,A114887,A594333,113542.9,C151
3,A594333,A237455,82432.94,C151
4,A237455,A955636,177751.39,C151
5,A955636,A883304,46156.48,C151
6,A883304,CRYPTO3611,87887.15,C151
1,A618269,A413601,11626.51,C151
2,A413601,A129037,55773.37,C151
3,A129037,CRYPTO4445,6319.62,C151
1,A956231,A364019,169746.65,C151
2,A364019,A497883,67994.51,C151
3,A497883,A198545,165880.19,C151
4,A198545,A588374,118997.83,C151
5,A588374,CRYPTO8668,114718.45,C151
1,A294974,A742416,21034.75,C151
2,A742416,A390950,155045.17,C151
3,A390950,A880020,169992.96,C151
4,A880020,A461559,123196.02,C151
5,A461559,A321306,138207.48,C151
6,A321306,CRYPTO5839,197408.71,C151
1,A445971,A598519,125668.1,C151
2,A598519,A387940,128997.19,C151
3,A387940,A619535,174027.09,C151
4,A619535,A171507,157915.69,C151
5,A171507,A868171,21331.59,C151
6,A868171,CRYPTO8795,126538.62,C151
1,A136216,A202440,56007.82,C151
2,A202440,A384926,196431.2,C151
3,A384926,CRYPTO6789,87141.38,C151
1,A796879,A633935,191424.27,C152
2,A633935,A508312,40003.22,C152
3,A508312,A891535,166456.66,C152
4,A891535,CRYPTO8962,64803.3,C152
1,A108963,A214760,130529.39,C152
2,A214760,A385581,180717.9,C152
3,A385581,A376096,162534.46,C152
4,A376096,A560907,93011.02,C152
5,A560907,A510482,83105.91,C152
6,A510482,CRYPTO6896,60567.94,C152
1,A312392,A438002,69774.1,C152
2,A438002,A789123,162812.96,C152
3,A789123,A279042,170454.54,C152
4,A279042,CRYPTO6194,68979.16,C152
1,A981057,A420721,68148.22,C152
2,A420721,A296798,79799.2,C152
3,A296798,A801382,99149.2,C152
4,A801382,CRYPTO2354,54875.17,C152
1,A690237,A456433,68228.96,C152
2,A456433,A583340,149737.65,C152
3,A583340,CRYPTO6866,69165.08,C152
1,A282334,A450808,160854.31,C152
2,A450808,A779453,66987.62,C152
3,A779453,CRYPTO6721,176162.76,C152
1,A897834,A713305,192854.39,C153
2,A713305,A171512,119416.86,C153
3,A171512,A788425,51759.15,C153
4,A788425,CRYPTO1374,69838.19,C153
1,A276237,A797423,175575.03,C153
2,A797423,A190796,119807.86,C153
3,A190796,A370197,152286.39,C153
4,A370197,A837025,94565.25,C153
5,A837025,CRYPTO8986,174974.28,C153
1,A116373,A618045,61398.24,C153
2,A618045,A645369,36611.42,C153
3,A645369,A891162,196200.25,C153
4,A891162,A731234,32148.52,C153
5,A731234,A717288,176465.56,C153
6,A717288,CRYPTO9019,160458.55,C153
1,A565034,A949251,118842.57,C153
2,A949251,A646274,36037.44,C153
3,A646274,A330141,177377.61,C153
4,A330141,A702431,148441.05,C153
5,A702431,A897801,150695.87,C153
6,A897801,CRYPTO9231,76113.4,C153
1,A234645,A902971,152800.73,C153
2,A902971,A346178,105744.11,C153
3,A346178,CRYPTO1498,134509.85,C153
1,A557533,A655830,34417.34,C154
2,A655830,A536609,158644.76,C154
3,A536609,A713033,81667.69,C154
4,A713033,A205857,34586.08,C154
5,A205857,A108173,83354.95,C154
6,A108173,CRYPTO4453,16054.93,C154
1,A213236,A980731,197458.17,C154
2,A980731,A886854,81292.05,C154
3,A886854,A910574,177442.53,C154
4,A910574,CRYPTO6101,33354.62,C154
1,A118818,A843916,108578.68,C154
2,A843916,A131561,125271.9,C154
3,A131561,A322194,39307.55,C154
4,A322194,CRYPTO6725,161417.15,C154
1,A469141,A819695,159627.74,C154
2,A819695,A267920,181342.15,C154
3,A267920,A927247,122134.76,C154
4,A927247,CRYPTO5370,40713.71,C154
1,A447557,A326620,196617.97,C154
2,A326620,A352539,133236.4,C154
3,A352539,A297287,15343.77,C154
4,A297287,CRYPTO2652,69601.49,C154
1,A166123,A556748,105430.37,C154
2,A556748,A488621,161607.73,C154
3,A488621,A529333,143128.62,C154
4,A529333,A471513,66013.36,C154
5,A471513,CRYPTO3786,10637.37,C154
1,A823863,A614553,72583.12,C154
2,A614553,A662528,171899.74,C154
3,A662528,A779378,20174.98,C154
4,A779378,CRYPTO3953,99550.98,C154
1,A123521,A439245,42596.55,C155
2,A439245,A444683,45582.03,C155
3,A444683,A189101,35257.58,C155
4,A189101,CRYPTO1567,168101.0,C155
1,A364518,A763619,40754.54,C155
2,A763619,A391152,27649.29,C155
3,A391152,A416556,198467.28,C155
4,A416556,A374821,90957.47,C155
5,A374821,A124857,71707.17,C155
6,A124857,CRYPTO9923,19276.45,C155
1,A281460,A377588,47745.46,C155
2,A377588,A793009,118821.11,C155
3,A793009,A745143,40417.52,C155
4,A745143,A536643,79276.97,C155
5,A536643,A590247,158760.8,C155
6,A590247,CRYPTO4603,20264.97,C155
1,A330045,A891908,156827.64,C155
2,A891908,A379085,181441.01,C155
3,A379085,CRYPTO6092,165143.72,C155
1,A433523,A589020,105093.3,C155
2,A589020,A251239,111809.25,C155
3,A251239,CRYPTO4051,142463.67,C155
1,A641302,A296068,159532.04,C155
2,A296068,A191071,178022.71,C155
3,A191071,A905925,167614.42,C155
4,A905925,CRYPTO1898,189470.42,C155
1,A669023,A279760,180603.73,C155
2,A279760,A710872,66110.32,C155
3,A710872,A756710,60777.28,C155
4,A756710,CRYPTO7734,138406.75,C155
1,A822769,A808086,100104.4,C156
2,A808086,A697183,123609.49,C156
3,A697183,A638325,74800.12,C156
4,A638325,A720278,69609.26,C156
5,A720278,CRYPTO2796,92287.12,C156
1,A615861,A539369,103279.13,C156
2,A539369,A291382,46015.79,C156
3,A291382,A719928,160184.2,C156
4,A719928,A924197,64956.74,C156
5,A924197,A747008,120644.36,C156
6,A747008,CRYPTO3773,45318.48,C156
1,A947628,A283031,53991.49,C156
2,A283031,A872710,112441.69,C156
3,A872710,A916547,113504.44,C156
4,A916547,CRYPTO5277,42065.91,C156
1,A464890,A887613,21204.95,C156
2,A887613,A997039,179707.3,C156
3,A997039,A275142,169998.93,C156
4,A275142,A633895,120844.16,C156
5,A633895,CRYPTO7065,85354.6,C156
1,A597409,A237154,170530.83,C156
2,A237154,A745428,42104.94,C156
3,A745428,A413061,193248.18,C156
4,A413061,A426334,60867.0,C156
5,A426334,CRYPTO5854,99703.14,C156
1,A249033,A891786,131770.06,C156
2,A891786,A602295,195349.4,C156
3,A602295,A223983,116409.61,C156
4,A223983,A232055,44668.69,C156
5,A232055,CRYPTO1967,141431.39,C156
1,A609751,A435269,170467.53,C156
2,A435269,A418339,187436.4,C156
3,A418339,A171492,25753.93,C156
4,A171492,CRYPTO8669,13839.88,C156
1,A692148,A392606,124888.71,C156
2,A392606,A701733,199022.09,C156
3,A701733,A948212,23252.72,C156
4,A948212,A419438,155452.54,C156
5,A419438,A196314,5673.56,C156
6,A196314,CRYPTO9736,106630.37,C156
1,A137479,A637031,148731.68,C156
2,A637031,A180808,67649.87,C156
3,A180808,CRYPTO6261,54227.95,C156
1,A900984,A965304,25745.65,C156
2,A965304,A236010,98566.86,C156
3,A236010,A196572,153532.64,C156
4,A196572,A145319,150849.56,C156
5,A145319,CRYPTO6125,129628.94,C156
1,A135497,A129883,197444.1,C157
2,A129883,A508627,90920.32,C157
3,A508627,A160703,138618.17,C157
4,A160703,A654289,192066.55,C157
5,A654289,CRYPTO1537,130462.73,C157
1,A905755,A689879,21840.41,C157
2,A689879,A911505,177470.73,C157
3,A911505,CRYPTO8256,192288.2,C157
1,A549696,A124340,180206.62,C157
2,A124340,A530388,72049.78,C157
3,A530388,A538353,34501.3,C157
4,A538353,CRYPTO5278,91508.52,C157
1,A802321,A813241,63070.67,C157
2,A813241,A195261,73550.51,C157
3,A195261,A638626,66664.68,C157
4,A638626,A821336,8912.74,C157
5,A821336,A573557,191070.78,C157
6,A573557,CRYPTO4900,56780.52,C157
1,A884414,A533087,102891.33,C157
2,A533087,A729276,20828.17,C157
3,A729276,A896183,83068.7,C157
4,A896183,A395777,125465.69,C157
5,A395777,CRYPTO8731,121944.16,C157
1,A716871,A979486,87473.87,C157
2,A979486,A601449,121143.57,C157
3,A601449,CRYPTO8038,112032.94,C157
1,A843481,A644560,53376.75,C157
2,A644560,A533371,72993.9,C157
3,A533371,A271345,127684.69,C157
4,A271345,A534438,161464.65,C157
5,A534438,CRYPTO3942,183832.2,C157
1,A503949,A176298,75380.63,C157
2,A176298,A617245,88911.37,C157
3,A617245,A572896,25003.03,C157
4,A572896,A695706,128338.51,C157
5,A695706,CRYPTO1480,109062.1,C157
1,A145053,A150962,89994.99,C157
2,A150962,A913928,143163.52,C157
3,A913928,A219152,107498.82,C157
4,A219152,A669206,178033.99,C157
5,A669206,CRYPTO8156,84512.63,C157
1,A479121,A347524,84721.41,C158
2,A347524,A362710,191062.48,C158
3,A362710,CRYPTO9284,12845.98,C158
1,A157943,A254612,35648.42,C158
2,A254612,A831456,64170.9,C158
3,A831456,A818508,179086.82,C158
4,A818508,A409777,48192.09,C158
5,A409777,CRYPTO1634,108332.28,C158
1,A185392,A922799,52820.39,C158
2,A922799,A470241,109058.69,C158
3,A470241,CRYPTO6772,149119.07,C158
1,A575302,A608188,96782.71,C158
2,A608188,A384866,31001.68,C158
3,A384866,A705890,147066.57,C158
4,A705890,A261943,113668.97,C158
5,A261943,CRYPTO8296,137354.52,C158
1,A780325,A518675,139966.38,C158
2,A518675,A185338,79025.81,C158
3,A185338,A131280,162501.9,C158
4,A131280,A216578,169562.06,C158
5,A216578,A893516,42443.91,C158
6,A893516,CRYPTO6566,189828.64,C158
1,A970651,A234155,142992.82,C158
2,A234155,A471978,81780.49,C158
3,A471978,A489245,178807.54,C158
4,A489245,A130303,109024.17,C158
5,A130303,CRYPTO2468,124819.57,C158
1,A873055,A583496,149594.33,C158
2,A583496,A589399,57197.09,C158
3,A589399,CRYPTO6457,83277.59,C158
1,A109684,A962593,121921.84,C159
2,A962593,A636429,106351.87,C159
3,A636429,A524637,104252.45,C159
4,A524637,CRYPTO3293,25463.83,C159
1,A532819,A452903,53394.28,C159
2,A452903,A793301,168708.31,C159
3,A793301,A519955,39303.62,C159
4,A519955,CRYPTO2625,27536.07,C159
1,A548654,A135489,23537.12,C159
2,A135489,A757657,13697.02,C159
3,A757657,A592267,6239.27,C159
4,A592267,CRYPTO7708,90514.81,C159
1,A499822,A400106,137364.96,C159
2,A400106,A235961,107822.32,C159
3,A235961,CRYPTO5255,38095.62,C159
1,A982272,A555159,62555.03,C159
2,A555159,A338379,56164.97,C159
3,A338379,CRYPTO3789,196974.74,C159
1,A613319,A176352,34829.05,C160
2,A176352,A871182,172581.78,C160
3,A871182,A737902,134190.73,C160
4,A737902,A453176,173866.92,C160
5,A453176,CRYPTO3040,86376.38,C160
1,A794804,A361146,142114.5,C160
2,A361146,A961625,12714.11,C160
3,A961625,A838506,43555.56,C160
4,A838506,CRYPTO6408,63097.57,C160
1,A872135,A350169,89777.72,C160
2,A350169,A536257,143387.65,C160
3,A536257,A538369,135904.71,C160
4,A538369,CRYPTO7299,75522.92,C160
1,A912507,A132524,10886.97,C160
2,A132524,A825344,143651.97,C160
3,A825344,A544130,139895.72,C160
4,A544130,A181770,73706.17,C160
5,A181770,CRYPTO7893,84315.64,C160
1,A800478,A693193,19642.73,C160
2,A693193,A543120,48971.0,C160
3,A543120,A976533,160866.76,C160
4,A976533,A694845,81502.35,C160
5,A694845,CRYPTO1671,167965.88,C160
1,A277766,A333382,85552.68,C160
2,A333382,A201656,130768.99,C160
3,A201656,CRYPTO2143,57328.76,C160
1,A415781,A228169,15669.47,C160
2,A228169,A601986,112609.26,C160
3,A601986,A789706,180014.15,C160
4,A789706,A922639,82172.06,C160
5,A922639,CRYPTO9000,67265.31,C160
1,A414783,A418430,159629.16,C160
2,A418430,A585907,29671.13,C160
3,A585907,CRYPTO7514,90750.09,C160
1,A696921,A295567,86853.95,C160
2,A295567,A297771,46962.69,C160
3,A297771,A285479,76818.08,C160
4,A285479,A706865,22542.79,C160
5,A706865,A894356,24931.03,C160
6,A894356,CRYPTO6669,124177.0,C160
1,A576248,A435246,182992.68,C161
2,A435246,A388142,54918.63,C161
3,A388142,A723146,125978.61,C161
4,A723146,A512126,105085.88,C161
5,A512126,CRYPTO5105,7113.95,C161
1,A829028,A112038,137894.51,C161
2,A112038,A415997,42013.37,C161
3,A415997,A396529,144212.03,C161
4,A396529,A697191,88902.55,C161
5,A697191,CRYPTO5205,146430.75,C161
1,A595514,A555758,191756.04,C161
2,A555758,A388492,74411.93,C161
3,A388492,A335254,42813.49,C161
4,A335254,CRYPTO8909,99767.85,C161
1,A510851,A828246,89522.4,C161
2,A828246,A422776,141778.15,C161
3,A422776,CRYPTO1253,19028.93,C161
1,A673617,A589765,122172.25,C161
2,A589765,A249823,18311.85,C161
3,A249823,A646431,77011.96,C161
4,A646431,CRYPTO7718,141237.53,C161
1,A664378,A220473,63688.86,C161
2,A220473,A896460,105796.33,C161
3,A896460,A287222,168490.94,C161
4,A287222,A631713,151369.15,C161
5,A631713,CRYPTO5174,188663.02,C161
1,A702908,A286003,121683.07,C161
2,A286003,A322063,13191.14,C161
3,A322063,CRYPTO9046,172897.73,C161
1,A482628,A900209,92036.35,C161
2,A900209,A504323,156067.02,C161
3,A504323,A746442,24815.15,C161
4,A746442,A166639,129099.13,C161
5,A166639,CRYPTO8652,118184.4,C161
1,A688569,A725927,63991.1,C162
2,A725927,A771936,20771.91,C162
3,A771936,A113282,29298.36,C162
4,A113282,A842561,49875.32,C162
5,A842561,A511541,71301.25,C162
6,A511541,CRYPTO3182,145498.7,C162
1,A783269,A264850,45358.9,C162
2,A264850,A161607,165831.63,C162
3,A161607,A910428,25312.59,C162
4,A910428,CRYPTO2565,28997.41,C162
1,A107687,A487302,176657.67,C162
2,A487302,A280645,128976.36,C162
3,A280645,CRYPTO4843,40108.38,C162
1,A974524,A827454,129813.04,C162
2,A827454,A933088,12985.57,C162
3,A933088,CRYPTO6961,35612.78,C162
1,A307777,A381487,152834.19,C162
2,A381487,A135044,154591.2,C162
3,A135044,A198086,139271.74,C162
4,A198086,A804567,197619.54,C162
5,A804567,CRYPTO2126,157528.2,C162
1,A638113,A630588,15544.57,C162
2,A630588,A994184,27586.15,C162
3,A994184,A199877,79073.58,C162
4,A199877,CRYPTO1950,176352.58,C162
1,A539831,A396295,45701.82,C163
2,A396295,A251300,12220.62,C163
3,A251300,A822364,174997.69,C163
4,A822364,CRYPTO4387,182527.06,C163
1,A284027,A866682,96964.02,C163
2,A866682,A307833,98795.76,C163
3,A307833,A485198,78694.91,C163
4,A485198,A226166,45066.74,C163
5,A226166,A159571,58850.24,C163
6,A159571,CRYPTO6296,36990.49,C163
1,A787831,A745537,96082.39,C163
2,A745537,A240477,5350.34,C163
3,A240477,A625295,24638.65,C163
4,A625295,CRYPTO7978,176259.32,C163
1,A876436,A891094,34304.37,C163
2,A891094,A555995,166697.72,C163
3,A555995,A289836,25899.18,C163
4,A289836,CRYPTO7927,115480.97,C163
1,A805188,A816540,68512.44,C163
2,A816540,A753972,162265.5,C163
3,A753972,CRYPTO7149,54349.67,C163
1,A518495,A901881,112794.17,C163
2,A901881,A911616,84609.23,C163
3,A911616,A240872,186823.8,C163
4,A240872,CRYPTO6127,195818.42,C163
1,A452602,A316943,139270.56,C163
2,A316943,A632007,150966.04,C163
3,A632007,A550633,16692.13,C163
4,A550633,A961845,23478.27,C163
5,A961845,CRYPTO2413,175635.68,C163
1,A834145,A580490,146982.79,C164
2,A580490,A874594,135225.11,C164
3,A874594,A577798,33769.74,C164
4,A577798,A382681,42907.25,C164
5,A382681,A518402,188232.81,C164
6,A518402,CRYPTO6689,131013.08,C164
1,A179552,A500115,57394.42,C164
2,A500115,A272412,107926.54,C164
3,A272412,A874793,98372.77,C164
4,A874793,A246830,186083.02,C164
5,A246830,CRYPTO2095,196658.7,C164
1,A497399,A557101,133697.63,C164
2,A557101,A155751,55933.87,C164
3,A155751,A583407,39466.6,C164
4,A583407,A205924,22416.53,C164
5,A205924,A975431,82794.92,C164
6,A975431,CRYPTO9427,98027.66,C164
1,A355834,A823433,54158.35,C164
2,A823433,A957121,100869.14,C164
3,A957121,A217562,121137.15,C164
4,A217562,CRYPTO7597,109861.02,C164
1,A416013,A856776,96986.01,C164
2,A856776,A959976,160392.46,C164
3,A959976,A445615,62469.27,C164
4,A445615,A887326,13637.72,C164
5,A887326,CRYPTO4198,105778.93,C164
1,A943549,A980049,73910.76,C164
2,A980049,A458874,112128.1,C164
3,A458874,CRYPTO5387,5860.75,C164
1,A263675,A685862,89111.98,C164
2,A685862,A545202,43035.87,C164
3,A545202,A823379,93741.41,C164
4,A823379,CRYPTO7215,13136.19,C164
1,A725244,A489878,16369.12,C164
2,A489878,A642190,59470.24,C164
3,A642190,CRYPTO2399,180786.75,C164
1,A314872,A997064,129478.71,C165
2,A997064,A793987,61384.55,C165
3,A793987,CRYPTO6598,16098.76,C165
1,A310947,A180758,19491.56,C165
2,A180758,A664273,37432.42,C165
3,A664273,A303079,141044.69,C165
4,A303079,A988442,63790.28,C165
5,A988442,CRYPTO7680,28449.07,C165
1,A636851,A848847,21597.09,C165
2,A848847,A298886,116799.01,C165
3,A298886,A938323,107133.3,C165
4,A938323,A798120,30557.77,C165
5,A798120,A459320,161930.67,C165
6,A459320,CRYPTO9583,191966.71,C165
1,A968002,A195286,127936.31,C165
2,A195286,A528140,64574.63,C165
3,A528140,A377142,149625.4,C165
4,A377142,CRYPTO5015,104400.17,C165
1,A461529,A667745,56348.26,C165
2,A667745,A517510,17612.34,C165
3,A517510,A625926,180225.8,C165
4,A625926,A506792,159455.63,C165
5,A506792,A669547,96598.6,C165
6,A669547,CRYPTO1330,39496.15,C165
1,A662310,A110381,50262.86,C165
2,A110381,A335882,156753.52,C165
3,A335882,CRYPTO4945,188453.75,C165
1,A475126,A913216,21455.65,C166
2,A913216,A392377,108940.14,C166
3,A392377,A376356,108496.98,C166
4,A376356,A500861,9406.47,C166
5,A500861,CRYPTO6866,157523.51,C166
1,A212059,A276733,147281.93,C166
2,A276733,A626643,113028.43,C166
3,A626643,CRYPTO7018,44928.1,C166
1,A188903,A551237,28738.12,C166
2,A551237,A536667,38577.23,C166
3,A536667,A687870,150456.93,C166
4,A687870,A739197,43656.09,C166
5,A739197,A951840,152536.63,C166
6,A951840,CRYPTO8314,59302.3,C166
1,A170097,A336174,140435.56,C166
2,A336174,A122426,119696.19,C166
3,A122426,A650202,121024.99,C166
4,A650202,A546736,181922.44,C166
5,A546736,A301795,74154.94,C166
6,A301795,CRYPTO9361,107066.88,C166
1,A602668,A206865,188288.31,C166
2,A206865,A297217,75496.09,C166
3,A297217,A673528,188357.26,C166
4,A673528,A256477,24011.59,C166
5,A256477,A253625,118471.37,C166
6,A253625,CRYPTO5189,8051.7,C166
1,A508136,A871266,52069.21,C166
2,A871266,A690756,31801.56,C166
3,A690756,CRYPTO8134,58241.35,C166
1,A617358,A144128,175907.05,C166
2,A144128,A175426,119729.47,C166
3,A175426,A998177,33997.91,C166
4,A998177,A927057,18403.53,C166
